,,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats
,,file_info,file_info,file_info,file_info,file_info,file_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,linear,linear,linear,linear,linear,linear,linear,linear,totals,totals,ulf,ulf,ulf,ulf,ulf,ulf,vlf,vlf,vlf,vlf,vlf,lf,lf,lf,lf,lf,lf,hf,hf,hf,hf,hf,hf
,,fname,path,start_date,sleep_stage,cycle,epoch,s_freq,cycle_len_secs,NaNs(samples),NaNs(secs),smooth,rms_smooth_wn,mw_size,upshift,itype,artifacts_rmvd,s_freq_interp,psd_method,psd_bandwidth,HR_avg,HR_max,HR_min,IBI_mean,SDNN,RMSSD,pXX20,pXX50,total_pwr,lf/hf,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu
"('metadata', 'file_info', 'in_num')","('metadata', 'file_info', 'start_time')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCXXX,2001-01-01 22:20:00,HCXXX_2001-01-01_awake_cycle1_epoch1_222000.csv,Z:/DropBox/JackieToNatasha/python_packaging/example_run\HCXXX_2001-01-01_awake_cycle1_epoch1_222000.csv,2001-01-01,awake,cycle1,epoch1,250.0,299.996,12500,50.0,True,20,60,4.7,nn,1 false peaks (removed); 0 missed peaks (added); 4 ibis removed (from NaN data),250.0,multitaper,0.01,77.76805677068145,84.65011286681715,74.55268389662028,771.525,22.691041967700322,9.119203616991479,4.088050314465408,0.3144654088050315,105251.54497879234,7.444130619555889,None,,,,,,"(0.0, 0.04)",70217.17296741603,0.008125589105210128,11.159348189262538,66.71367435182489,"(0.04, 0.15)",30885.410609685103,0.04062794552605064,10.33803920283473,29.344377430191983,88.15745462671923,"(0.15, 0.4)",4148.961401691216,0.3047095914453798,8.3306133172506,3.9419482179831293,11.842545373280762
