,,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,time_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats,freq_stats
,,file_info,file_info,file_info,file_info,file_info,file_info,file_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,analysis_info,linear,linear,linear,linear,linear,linear,linear,linear,totals,totals,ulf,ulf,ulf,ulf,ulf,ulf,vlf,vlf,vlf,vlf,vlf,lf,lf,lf,lf,lf,lf,hf,hf,hf,hf,hf,hf
,,fname,path,rpeak_polarity,start_date,sleep_stage,cycle,epoch,s_freq,cycle_len_secs,NaNs(samples),NaNs(secs),smooth,pan_tompkins,psd_method,confidence_intervals,itype,artifacts_rmvd,s_freq_interp,HR_avg,HR_max,HR_min,IBI_mean,SDNN,RMSSD,pXX20,pXX50,total_pwr,lf/hf,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu,freq_range,pwr_ms2,pwr_peak,pwr_log,pwr_%,pwr_nu
"('metadata', 'file_info', 'in_num')","('metadata', 'file_info', 'start_time')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCXXX,2001-01-01 22:20:00,HCXXX_2001-01-01_awake_cycle1_epoch1_222000.csv,/Users/natasharecoder/Documents/Jackie/CardioPy/example_run/HCXXX_2001-01-01_awake_cycle1_epoch1_222000.csv,negative,2001-01-01,awake,cycle1,epoch1,250.0,299.996,12500,50.0,False,True,denoised multitaper,bootstrapping,nn,0 false peaks (removed); 0 missed peaks (added); 0 ibis removed (from NaN data),250.0,64.95936698032506,84.65011286681715,8.15749401783772,923.6543209876543,1934.4589929244685,2748.2042546701286,38.50931677018634,8.695652173913043,9130354509.52316,30.92390042731221,None,,,,,,"(0.0, 0.04)",6536289706.2446375,0.0078125,22.600635518222635,71.58856427126837,"(0.04, 0.15)",2512807038.1384215,0.046875,21.644666307099474,27.5214619050937,96.86755068580386,"(0.15, 0.4)",81257765.14010155,0.16015625,18.213136945562603,0.8899738236379311,3.1324493141961405
